Delivery Date,Hour Ending,Repeated Hour Flag,Settlement Point,Settlement Point Price
05/08/2024,23:00,N,LZ_CPS,67.47
05/08/2024,23:00,N,LZ_HOUSTON,64.27
05/08/2024,23:00,N,LZ_LCRA,66.41
05/08/2024,23:00,N,LZ_NORTH,63.09
05/08/2024,23:00,N,LZ_RAYBN,62.86
05/08/2024,23:00,N,LZ_SOUTH,63.72
05/08/2024,23:00,N,LZ_WEST,86.03
05/08/2024,24:00,N,HB_BUSAVG,25.49
05/08/2024,24:00,N,HB_HOUSTON,25.60
05/08/2024,24:00,N,HB_HUBAVG,26
05/08/2024,24:00,N,HB_NORTH,24.68
05/08/2024,24:00,N,HB_PAN,19.50
05/08/2024,24:00,N,HB_SOUTH,26.24
05/08/2024,24:00,N,HB_WEST,27.51
05/08/2024,24:00,N,LZ_AEN,26.28
05/08/2024,24:00,N,LZ_CPS,27.03
05/08/2024,24:00,N,LZ_HOUSTON,25.62
05/08/2024,24:00,N,LZ_LCRA,26.54
05/08/2024,24:00,N,LZ_NORTH,24.61
05/08/2024,24:00,N,LZ_RAYBN,24.52
05/08/2024,24:00,N,LZ_SOUTH,26.28
05/08/2024,24:00,N,LZ_WEST,40.51
05/09/2024,01:00,N,HB_BUSAVG,18.95
05/09/2024,01:00,N,HB_HOUSTON,18.87
05/09/2024,01:00,N,HB_HUBAVG,19.24
05/09/2024,01:00,N,HB_NORTH,18.54
05/09/2024,01:00,N,HB_PAN,18.44
05/09/2024,01:00,N,HB_SOUTH,19.17
05/09/2024,01:00,N,HB_WEST,20.36
05/09/2024,01:00,N,LZ_AEN,19.09
05/09/2024,01:00,N,LZ_CPS,19.36
05/09/2024,01:00,N,LZ_HOUSTON,18.88
05/09/2024,01:00,N,LZ_LCRA,19.19
05/09/2024,01:00,N,LZ_NORTH,18.54
05/09/2024,01:00,N,LZ_RAYBN,18.51
05/09/2024,01:00,N,LZ_SOUTH,19.35
05/09/2024,01:00,N,LZ_WEST,27.01
05/09/2024,02:00,N,HB_BUSAVG,16.13
05/09/2024,02:00,N,HB_HOUSTON,16.12
05/09/2024,02:00,N,HB_HUBAVG,16.39
05/09/2024,02:00,N,HB_NORTH,15.75
05/09/2024,02:00,N,HB_PAN,15.05
05/09/2024,02:00,N,HB_SOUTH,16.35
05/09/2024,02:00,N,HB_WEST,17.36
05/09/2024,02:00,N,LZ_AEN,16.41
05/09/2024,02:00,N,LZ_CPS,16.83
05/09/2024,02:00,N,LZ_HOUSTON,16.13
05/09/2024,02:00,N,LZ_LCRA,16.54
05/09/2024,02:00,N,LZ_NORTH,15.72
05/09/2024,02:00,N,LZ_RAYBN,15.70
05/09/2024,02:00,N,LZ_SOUTH,16.45
05/09/2024,02:00,N,LZ_WEST,24.08
05/09/2024,03:00,N,HB_BUSAVG,15.64
05/09/2024,03:00,N,HB_HOUSTON,15.63
05/09/2024,03:00,N,HB_HUBAVG,15.86
05/09/2024,03:00,N,HB_NORTH,15.35
05/09/2024,03:00,N,HB_PAN,15.05
05/09/2024,03:00,N,HB_SOUTH,15.81
05/09/2024,03:00,N,HB_WEST,16.64
05/09/2024,03:00,N,LZ_AEN,15.85
05/09/2024,03:00,N,LZ_CPS,16.16
05/09/2024,03:00,N,LZ_HOUSTON,15.64
05/09/2024,03:00,N,LZ_LCRA,15.94
05/09/2024,03:00,N,LZ_NORTH,15.33
05/09/2024,03:00,N,LZ_RAYBN,15.31
05/09/2024,03:00,N,LZ_SOUTH,16.16
05/09/2024,03:00,N,LZ_WEST,22.79
05/09/2024,04:00,N,HB_BUSAVG,15.22
05/09/2024,04:00,N,HB_HOUSTON,15.18
05/09/2024,04:00,N,HB_HUBAVG,15.45
05/09/2024,04:00,N,HB_NORTH,14.91
05/09/2024,04:00,N,HB_PAN,14.69
05/09/2024,04:00,N,HB_SOUTH,15.41
05/09/2024,04:00,N,HB_WEST,16.30
05/09/2024,04:00,N,LZ_AEN,15.32
05/09/2024,04:00,N,LZ_CPS,15.57
05/09/2024,04:00,N,LZ_HOUSTON,15.19
05/09/2024,04:00,N,LZ_LCRA,15.40
05/09/2024,04:00,N,LZ_NORTH,14.89
05/09/2024,04:00,N,LZ_RAYBN,14.88
05/09/2024,04:00,N,LZ_SOUTH,15.87
05/09/2024,04:00,N,LZ_WEST,21.65
05/09/2024,05:00,N,HB_BUSAVG,16.38
05/09/2024,05:00,N,HB_HOUSTON,16.33
05/09/2024,05:00,N,HB_HUBAVG,16.61
05/09/2024,05:00,N,HB_NORTH,16.05
05/09/2024,05:00,N,HB_PAN,15.20
05/09/2024,05:00,N,HB_SOUTH,16.58
05/09/2024,05:00,N,HB_WEST,17.49
05/09/2024,05:00,N,LZ_AEN,16.47
05/09/2024,05:00,N,LZ_CPS,16.72
05/09/2024,05:00,N,LZ_HOUSTON,16.34
05/09/2024,05:00,N,LZ_LCRA,16.55
05/09/2024,05:00,N,LZ_NORTH,16.03
05/09/2024,05:00,N,LZ_RAYBN,16.01
05/09/2024,05:00,N,LZ_SOUTH,17.12
05/09/2024,05:00,N,LZ_WEST,22.51
05/09/2024,06:00,N,HB_BUSAVG,18.96
05/09/2024,06:00,N,HB_HOUSTON,18.97
05/09/2024,06:00,N,HB_HUBAVG,19.17
05/09/2024,06:00,N,HB_NORTH,18.60
05/09/2024,06:00,N,HB_PAN,16.14
05/09/2024,06:00,N,HB_SOUTH,19.31
05/09/2024,06:00,N,HB_WEST,19.81
05/09/2024,06:00,N,LZ_AEN,19.17
05/09/2024,06:00,N,LZ_CPS,19.41
05/09/2024,06:00,N,LZ_HOUSTON,18.98
05/09/2024,06:00,N,LZ_LCRA,19.25
05/09/2024,06:00,N,LZ_NORTH,18.58
05/09/2024,06:00,N,LZ_RAYBN,18.54
05/09/2024,06:00,N,LZ_SOUTH,20.03
05/09/2024,06:00,N,LZ_WEST,24.81
05/09/2024,07:00,N,HB_BUSAVG,25.42
05/09/2024,07:00,N,HB_HOUSTON,25.45
05/09/2024,07:00,N,HB_HUBAVG,25.67
05/09/2024,07:00,N,HB_NORTH,25
05/09/2024,07:00,N,HB_PAN,21.09
05/09/2024,07:00,N,HB_SOUTH,25.83
05/09/2024,07:00,N,HB_WEST,26.42
05/09/2024,07:00,N,LZ_AEN,25.71
05/09/2024,07:00,N,LZ_CPS,25.92
05/09/2024,07:00,N,LZ_HOUSTON,25.46
05/09/2024,07:00,N,LZ_LCRA,25.79
05/09/2024,07:00,N,LZ_NORTH,24.98
05/09/2024,07:00,N,LZ_RAYBN,24.92
05/09/2024,07:00,N,LZ_SOUTH,26.40
05/09/2024,07:00,N,LZ_WEST,30.38
05/09/2024,08:00,N,HB_BUSAVG,19.48
05/09/2024,08:00,N,HB_HOUSTON,19.48
05/09/2024,08:00,N,HB_HUBAVG,19.69
05/09/2024,08:00,N,HB_NORTH,19.15
05/09/2024,08:00,N,HB_PAN,16.33
05/09/2024,08:00,N,HB_SOUTH,19.79
05/09/2024,08:00,N,HB_WEST,20.33
05/09/2024,08:00,N,LZ_AEN,19.70
05/09/2024,08:00,N,LZ_CPS,19.86
05/09/2024,08:00,N,LZ_HOUSTON,19.49
05/09/2024,08:00,N,LZ_LCRA,19.77
05/09/2024,08:00,N,LZ_NORTH,19.15
05/09/2024,08:00,N,LZ_RAYBN,19.10
05/09/2024,08:00,N,LZ_SOUTH,20.45
05/09/2024,08:00,N,LZ_WEST,22.81
05/09/2024,09:00,N,HB_BUSAVG,14.79
05/09/2024,09:00,N,HB_HOUSTON,15.59
05/09/2024,09:00,N,HB_HUBAVG,15.06
05/09/2024,09:00,N,HB_NORTH,14.18
05/09/2024,09:00,N,HB_PAN,12.14
05/09/2024,09:00,N,HB_SOUTH,15.74
05/09/2024,09:00,N,HB_WEST,14.72
05/09/2024,09:00,N,LZ_AEN,16.27
05/09/2024,09:00,N,LZ_CPS,16.03
05/09/2024,09:00,N,LZ_HOUSTON,15.60
05/09/2024,09:00,N,LZ_LCRA,15.93
05/09/2024,09:00,N,LZ_NORTH,14.22
05/09/2024,09:00,N,LZ_RAYBN,13.93
05/09/2024,09:00,N,LZ_SOUTH,17.33
05/09/2024,09:00,N,LZ_WEST,15.37
05/09/2024,10:00,N,HB_BUSAVG,12.60
05/09/2024,10:00,N,HB_HOUSTON,13.89
05/09/2024,10:00,N,HB_HUBAVG,12.73
05/09/2024,10:00,N,HB_NORTH,11.62
05/09/2024,10:00,N,HB_PAN,6.18
05/09/2024,10:00,N,HB_SOUTH,15.69
05/09/2024,10:00,N,HB_WEST,9.71
05/09/2024,10:00,N,LZ_AEN,18.04
05/09/2024,10:00,N,LZ_CPS,16.68
05/09/2024,10:00,N,LZ_HOUSTON,13.97
05/09/2024,10:00,N,LZ_LCRA,16.80
05/09/2024,10:00,N,LZ_NORTH,12
05/09/2024,10:00,N,LZ_RAYBN,11.67
05/09/2024,10:00,N,LZ_SOUTH,19.58
05/09/2024,10:00,N,LZ_WEST,10.40
05/09/2024,11:00,N,HB_BUSAVG,14.47
05/09/2024,11:00,N,HB_HOUSTON,17.15
05/09/2024,11:00,N,HB_HUBAVG,14.40
05/09/2024,11:00,N,HB_NORTH,13.40
05/09/2024,11:00,N,HB_PAN,3.90
05/09/2024,11:00,N,HB_SOUTH,18.64
05/09/2024,11:00,N,HB_WEST,8.40
05/09/2024,11:00,N,LZ_AEN,21.23
05/09/2024,11:00,N,LZ_CPS,19.48
05/09/2024,11:00,N,LZ_HOUSTON,17.27
05/09/2024,11:00,N,LZ_LCRA,19.33
05/09/2024,11:00,N,LZ_NORTH,14.01
05/09/2024,11:00,N,LZ_RAYBN,13.41
05/09/2024,11:00,N,LZ_SOUTH,23.82
05/09/2024,11:00,N,LZ_WEST,9.56
05/09/2024,12:00,N,HB_BUSAVG,15.72
05/09/2024,12:00,N,HB_HOUSTON,20.99
05/09/2024,12:00,N,HB_HUBAVG,16.35
05/09/2024,12:00,N,HB_NORTH,13.05
05/09/2024,12:00,N,HB_PAN,4.03
05/09/2024,12:00,N,HB_SOUTH,22.40
05/09/2024,12:00,N,HB_WEST,8.94
05/09/2024,12:00,N,LZ_AEN,24
05/09/2024,12:00,N,LZ_CPS,24.18
05/09/2024,12:00,N,LZ_HOUSTON,21.47
05/09/2024,12:00,N,LZ_LCRA,22.28
05/09/2024,12:00,N,LZ_NORTH,14.21
05/09/2024,12:00,N,LZ_RAYBN,13.14
05/09/2024,12:00,N,LZ_SOUTH,31.28
05/09/2024,12:00,N,LZ_WEST,10.26
05/09/2024,13:00,N,HB_BUSAVG,18.57
05/09/2024,13:00,N,HB_HOUSTON,26.30
05/09/2024,13:00,N,HB_HUBAVG,19.71
05/09/2024,13:00,N,HB_NORTH,14.28
05/09/2024,13:00,N,HB_PAN,4.28
05/09/2024,13:00,N,HB_SOUTH,28.64
05/09/2024,13:00,N,HB_WEST,9.63
05/09/2024,13:00,N,LZ_AEN,37.39
05/09/2024,13:00,N,LZ_CPS,30.28
05/09/2024,13:00,N,LZ_HOUSTON,27.06
05/09/2024,13:00,N,LZ_LCRA,28.64
05/09/2024,13:00,N,LZ_NORTH,15.63
05/09/2024,13:00,N,LZ_RAYBN,14.11
05/09/2024,13:00,N,LZ_SOUTH,41.89
05/09/2024,13:00,N,LZ_WEST,10.72
05/09/2024,14:00,N,HB_BUSAVG,25.19
05/09/2024,14:00,N,HB_HOUSTON,39.63
05/09/2024,14:00,N,HB_HUBAVG,27.86
05/09/2024,14:00,N,HB_NORTH,16.87
05/09/2024,14:00,N,HB_PAN,8.49
05/09/2024,14:00,N,HB_SOUTH,42.70
05/09/2024,14:00,N,HB_WEST,12.25
05/09/2024,14:00,N,LZ_AEN,55.59
05/09/2024,14:00,N,LZ_CPS,44.91
05/09/2024,14:00,N,LZ_HOUSTON,40.17
05/09/2024,14:00,N,LZ_LCRA,43.02
05/09/2024,14:00,N,LZ_NORTH,18.29
05/09/2024,14:00,N,LZ_RAYBN,15.55
05/09/2024,14:00,N,LZ_SOUTH,66.86
05/09/2024,14:00,N,LZ_WEST,13.66
05/09/2024,15:00,N,HB_BUSAVG,27.16
05/09/2024,15:00,N,HB_HOUSTON,41.56
05/09/2024,15:00,N,HB_HUBAVG,30.05
05/09/2024,15:00,N,HB_NORTH,17.62
05/09/2024,15:00,N,HB_PAN,6.80
05/09/2024,15:00,N,HB_SOUTH,48.44
05/09/2024,15:00,N,HB_WEST,12.56
05/09/2024,15:00,N,LZ_AEN,83.22
05/09/2024,15:00,N,LZ_CPS,53
05/09/2024,15:00,N,LZ_HOUSTON,42.28
05/09/2024,15:00,N,LZ_LCRA,53.86
05/09/2024,15:00,N,LZ_NORTH,19
05/09/2024,15:00,N,LZ_RAYBN,16.52
05/09/2024,15:00,N,LZ_SOUTH,75.68
05/09/2024,15:00,N,LZ_WEST,14.24
05/09/2024,16:00,N,HB_BUSAVG,34.57
05/09/2024,16:00,N,HB_HOUSTON,56.73
05/09/2024,16:00,N,HB_HUBAVG,38.79
05/09/2024,16:00,N,HB_NORTH,21.52
05/09/2024,16:00,N,HB_PAN,10.14
05/09/2024,16:00,N,HB_SOUTH,61.63
05/09/2024,16:00,N,HB_WEST,15.28
05/09/2024,16:00,N,LZ_AEN,95.98
05/09/2024,16:00,N,LZ_CPS,67.55
05/09/2024,16:00,N,LZ_HOUSTON,57.59
05/09/2024,16:00,N,LZ_LCRA,68.03
05/09/2024,16:00,N,LZ_NORTH,22.87
05/09/2024,16:00,N,LZ_RAYBN,19.13
05/09/2024,16:00,N,LZ_SOUTH,91.03
05/09/2024,16:00,N,LZ_WEST,17.17
05/09/2024,17:00,N,HB_BUSAVG,36.35
05/09/2024,17:00,N,HB_HOUSTON,56.07
05/09/2024,17:00,N,HB_HUBAVG,39.63
05/09/2024,17:00,N,HB_NORTH,24.52
05/09/2024,17:00,N,HB_PAN,10.71
05/09/2024,17:00,N,HB_SOUTH,63.61
05/09/2024,17:00,N,HB_WEST,14.32
05/09/2024,17:00,N,LZ_AEN,97.91
05/09/2024,17:00,N,LZ_CPS,75.71
05/09/2024,17:00,N,LZ_HOUSTON,56.81
05/09/2024,17:00,N,LZ_LCRA,70.85
05/09/2024,17:00,N,LZ_NORTH,25.71
05/09/2024,17:00,N,LZ_RAYBN,22.66
05/09/2024,17:00,N,LZ_SOUTH,90.84
05/09/2024,17:00,N,LZ_WEST,14.64
05/09/2024,18:00,N,HB_BUSAVG,36.23
05/09/2024,18:00,N,HB_HOUSTON,52.68
05/09/2024,18:00,N,HB_HUBAVG,38.62
05/09/2024,18:00,N,HB_NORTH,26.66
05/09/2024,18:00,N,HB_PAN,14.04
05/09/2024,18:00,N,HB_SOUTH,59.47
05/09/2024,18:00,N,HB_WEST,15.69
05/09/2024,18:00,N,LZ_AEN,89.60
05/09/2024,18:00,N,LZ_CPS,70.98
05/09/2024,18:00,N,LZ_HOUSTON,53.10
05/09/2024,18:00,N,LZ_LCRA,73.40
05/09/2024,18:00,N,LZ_NORTH,27.92
05/09/2024,18:00,N,LZ_RAYBN,25.40
05/09/2024,18:00,N,LZ_SOUTH,84.44
05/09/2024,18:00,N,LZ_WEST,15.71
05/09/2024,19:00,N,HB_BUSAVG,31.60
05/09/2024,19:00,N,HB_HOUSTON,41.25
05/09/2024,19:00,N,HB_HUBAVG,32.65
05/09/2024,19:00,N,HB_NORTH,25
05/09/2024,19:00,N,HB_PAN,14.37
05/09/2024,19:00,N,HB_SOUTH,50.76
05/09/2024,19:00,N,HB_WEST,13.61
05/09/2024,19:00,N,LZ_AEN,66.62
05/09/2024,19:00,N,LZ_CPS,66
05/09/2024,19:00,N,LZ_HOUSTON,41.57
05/09/2024,19:00,N,LZ_LCRA,65.53
05/09/2024,19:00,N,LZ_NORTH,25.68
05/09/2024,19:00,N,LZ_RAYBN,24.44
05/09/2024,19:00,N,LZ_SOUTH,71.60
05/09/2024,19:00,N,LZ_WEST,13.10
05/09/2024,20:00,N,HB_BUSAVG,41.21
05/09/2024,20:00,N,HB_HOUSTON,48.27
05/09/2024,20:00,N,HB_HUBAVG,41.97
05/09/2024,20:00,N,HB_NORTH,37.04
05/09/2024,20:00,N,HB_PAN,29.58
05/09/2024,20:00,N,HB_SOUTH,52.73
05/09/2024,20:00,N,HB_WEST,29.85
05/09/2024,20:00,N,LZ_AEN,58.10
05/09/2024,20:00,N,LZ_CPS,64.95
05/09/2024,20:00,N,LZ_HOUSTON,48.43
05/09/2024,20:00,N,LZ_LCRA,58.99
05/09/2024,20:00,N,LZ_NORTH,37.32
05/09/2024,20:00,N,LZ_RAYBN,36.22
05/09/2024,20:00,N,LZ_SOUTH,64.24
05/09/2024,20:00,N,LZ_WEST,30.75
05/09/2024,21:00,N,HB_BUSAVG,36.57
05/09/2024,21:00,N,HB_HOUSTON,41.74
05/09/2024,21:00,N,HB_HUBAVG,37.18
05/09/2024,21:00,N,HB_NORTH,33.68
05/09/2024,21:00,N,HB_PAN,28.65
05/09/2024,21:00,N,HB_SOUTH,44.07
05/09/2024,21:00,N,HB_WEST,29.23
05/09/2024,21:00,N,LZ_AEN,44.48
05/09/2024,21:00,N,LZ_CPS,54.43
05/09/2024,21:00,N,LZ_HOUSTON,41.83
05/09/2024,21:00,N,LZ_LCRA,44.98
05/09/2024,21:00,N,LZ_NORTH,33.86
05/09/2024,21:00,N,LZ_RAYBN,32.81
05/09/2024,21:00,N,LZ_SOUTH,51.71
05/09/2024,21:00,N,LZ_WEST,33.25
05/09/2024,22:00,N,HB_BUSAVG,19.38
05/09/2024,22:00,N,HB_HOUSTON,24.61
05/09/2024,22:00,N,HB_HUBAVG,19.56
05/09/2024,22:00,N,HB_NORTH,16.91
05/09/2024,22:00,N,HB_PAN,9.35
05/09/2024,22:00,N,HB_SOUTH,27.26
05/09/2024,22:00,N,HB_WEST,9.48
05/09/2024,22:00,N,LZ_AEN,26.24
05/09/2024,22:00,N,LZ_CPS,35.89
05/09/2024,22:00,N,LZ_HOUSTON,24.69
05/09/2024,22:00,N,LZ_LCRA,26.19
05/09/2024,22:00,N,LZ_NORTH,17.03
05/09/2024,22:00,N,LZ_RAYBN,16.16
05/09/2024,22:00,N,LZ_SOUTH,30.12
05/09/2024,22:00,N,LZ_WEST,12.49
05/09/2024,23:00,N,HB_BUSAVG,14.54
05/09/2024,23:00,N,HB_HOUSTON,17.98
05/09/2024,23:00,N,HB_HUBAVG,14.43
05/09/2024,23:00,N,HB_NORTH,12.96
05/09/2024,23:00,N,HB_PAN,6.22
05/09/2024,23:00,N,HB_SOUTH,20.59
05/09/2024,23:00,N,HB_WEST,6.20
05/09/2024,23:00,N,LZ_AEN,18.78
05/09/2024,23:00,N,LZ_CPS,27.93
05/09/2024,23:00,N,LZ_HOUSTON,18.06
05/09/2024,23:00,N,LZ_LCRA,19.16
05/09/2024,23:00,N,LZ_NORTH,13
05/09/2024,23:00,N,LZ_RAYBN,12.47
05/09/2024,23:00,N,LZ_SOUTH,23.22
05/09/2024,23:00,N,LZ_WEST,8.05
05/09/2024,24:00,N,HB_BUSAVG,13.31
05/09/2024,24:00,N,HB_HOUSTON,15.29
05/09/2024,24:00,N,HB_HUBAVG,12.99
05/09/2024,24:00,N,HB_NORTH,12.45
05/09/2024,24:00,N,HB_PAN,6.26
05/09/2024,24:00,N,HB_SOUTH,17.90
05/09/2024,24:00,N,HB_WEST,6.32
05/09/2024,24:00,N,LZ_AEN,15.43
05/09/2024,24:00,N,LZ_CPS,24.30
05/09/2024,24:00,N,LZ_HOUSTON,15.36
05/09/2024,24:00,N,LZ_LCRA,15.32
05/09/2024,24:00,N,LZ_NORTH,12.50
05/09/2024,24:00,N,LZ_RAYBN,12.33
05/09/2024,24:00,N,LZ_SOUTH,19.83
05/09/2024,24:00,N,LZ_WEST,7.61
05/10/2024,01:00,N,HB_BUSAVG,11.90
05/10/2024,01:00,N,HB_HOUSTON,13.87
05/10/2024,01:00,N,HB_HUBAVG,12.25
05/10/2024,01:00,N,HB_NORTH,10.41
05/10/2024,01:00,N,HB_PAN,9.16
05/10/2024,01:00,N,HB_SOUTH,15.80
05/10/2024,01:00,N,HB_WEST,8.91
05/10/2024,01:00,N,LZ_AEN,14.25
05/10/2024,01:00,N,LZ_CPS,20.34
05/10/2024,01:00,N,LZ_HOUSTON,13.91
05/10/2024,01:00,N,LZ_LCRA,13.71
05/10/2024,01:00,N,LZ_NORTH,10.41
05/10/2024,01:00,N,LZ_RAYBN,10.11
05/10/2024,01:00,N,LZ_SOUTH,18.18
05/10/2024,01:00,N,LZ_WEST,11.91
05/10/2024,02:00,N,HB_BUSAVG,11.39
05/10/2024,02:00,N,HB_HOUSTON,13.02
05/10/2024,02:00,N,HB_HUBAVG,11.74
05/10/2024,02:00,N,HB_NORTH,10.05
05/10/2024,02:00,N,HB_PAN,9.25
05/10/2024,02:00,N,HB_SOUTH,14.73
05/10/2024,02:00,N,HB_WEST,9.16
05/10/2024,02:00,N,LZ_AEN,12.70
05/10/2024,02:00,N,LZ_CPS,18.29
05/10/2024,02:00,N,LZ_HOUSTON,13.04
05/10/2024,02:00,N,LZ_LCRA,12.18
05/10/2024,02:00,N,LZ_NORTH,10
05/10/2024,02:00,N,LZ_RAYBN,9.69
05/10/2024,02:00,N,LZ_SOUTH,17.44
05/10/2024,02:00,N,LZ_WEST,11.79
05/10/2024,03:00,N,HB_BUSAVG,12.77
05/10/2024,03:00,N,HB_HOUSTON,12.78
05/10/2024,03:00,N,HB_HUBAVG,12.89
05/10/2024,03:00,N,HB_NORTH,12.52
05/10/2024,03:00,N,HB_PAN,12.58
05/10/2024,03:00,N,HB_SOUTH,13.22
05/10/2024,03:00,N,HB_WEST,13.05
05/10/2024,03:00,N,LZ_AEN,12.94
05/10/2024,03:00,N,LZ_CPS,13.32
05/10/2024,03:00,N,LZ_HOUSTON,12.78
05/10/2024,03:00,N,LZ_LCRA,12.98
05/10/2024,03:00,N,LZ_NORTH,12.51
05/10/2024,03:00,N,LZ_RAYBN,12.46
05/10/2024,03:00,N,LZ_SOUTH,14.60
05/10/2024,03:00,N,LZ_WEST,17.51
05/10/2024,04:00,N,HB_BUSAVG,16.45
05/10/2024,04:00,N,HB_HOUSTON,16.31
05/10/2024,04:00,N,HB_HUBAVG,16.59
05/10/2024,04:00,N,HB_NORTH,16.20
05/10/2024,04:00,N,HB_PAN,16.32
05/10/2024,04:00,N,HB_SOUTH,16.78
05/10/2024,04:00,N,HB_WEST,17.06
05/10/2024,04:00,N,LZ_AEN,16.51
05/10/2024,04:00,N,LZ_CPS,16.75
05/10/2024,04:00,N,LZ_HOUSTON,16.31
05/10/2024,04:00,N,LZ_LCRA,16.57
05/10/2024,04:00,N,LZ_NORTH,16.19
05/10/2024,04:00,N,LZ_RAYBN,16.18
05/10/2024,04:00,N,LZ_SOUTH,18.06
05/10/2024,04:00,N,LZ_WEST,22.06
05/10/2024,05:00,N,HB_BUSAVG,18.29
05/10/2024,05:00,N,HB_HOUSTON,18.23
05/10/2024,05:00,N,HB_HUBAVG,18.41
05/10/2024,05:00,N,HB_NORTH,18.09
05/10/2024,05:00,N,HB_PAN,18.23
05/10/2024,05:00,N,HB_SOUTH,18.50
05/10/2024,05:00,N,HB_WEST,18.83
05/10/2024,05:00,N,LZ_AEN,18.35
05/10/2024,05:00,N,LZ_CPS,18.48
05/10/2024,05:00,N,LZ_HOUSTON,18.23
05/10/2024,05:00,N,LZ_LCRA,18.40
05/10/2024,05:00,N,LZ_NORTH,18.08
05/10/2024,05:00,N,LZ_RAYBN,18.08
05/10/2024,05:00,N,LZ_SOUTH,19.20
05/10/2024,05:00,N,LZ_WEST,23.83
05/10/2024,06:00,N,HB_BUSAVG,19.97
05/10/2024,06:00,N,HB_HOUSTON,19.94
05/10/2024,06:00,N,HB_HUBAVG,20.08
05/10/2024,06:00,N,HB_NORTH,19.80
05/10/2024,06:00,N,HB_PAN,19.93
05/10/2024,06:00,N,HB_SOUTH,20.11
05/10/2024,06:00,N,HB_WEST,20.48
05/10/2024,06:00,N,LZ_AEN,20.02
05/10/2024,06:00,N,LZ_CPS,20.03
05/10/2024,06:00,N,LZ_HOUSTON,19.95
05/10/2024,06:00,N,LZ_LCRA,20.07
05/10/2024,06:00,N,LZ_NORTH,19.79
05/10/2024,06:00,N,LZ_RAYBN,19.79
05/10/2024,06:00,N,LZ_SOUTH,20.38
05/10/2024,06:00,N,LZ_WEST,24.86
05/10/2024,07:00,N,HB_BUSAVG,20.99
05/10/2024,07:00,N,HB_HOUSTON,20.95
05/10/2024,07:00,N,HB_HUBAVG,21.10
05/10/2024,07:00,N,HB_NORTH,20.82
05/10/2024,07:00,N,HB_PAN,20.94
05/10/2024,07:00,N,HB_SOUTH,21.12
05/10/2024,07:00,N,HB_WEST,21.49
05/10/2024,07:00,N,LZ_AEN,21.04
05/10/2024,07:00,N,LZ_CPS,21
05/10/2024,07:00,N,LZ_HOUSTON,20.96
05/10/2024,07:00,N,LZ_LCRA,21.09
05/10/2024,07:00,N,LZ_NORTH,20.81
05/10/2024,07:00,N,LZ_RAYBN,20.81
05/10/2024,07:00,N,LZ_SOUTH,21.70
05/10/2024,07:00,N,LZ_WEST,25.88
05/10/2024,08:00,N,HB_BUSAVG,16.05
05/10/2024,08:00,N,HB_HOUSTON,16.06
05/10/2024,08:00,N,HB_HUBAVG,16.12
05/10/2024,08:00,N,HB_NORTH,15.95
05/10/2024,08:00,N,HB_PAN,16.02
05/10/2024,08:00,N,HB_SOUTH,16.09
05/10/2024,08:00,N,HB_WEST,16.37
05/10/2024,08:00,N,LZ_AEN,16.10
05/10/2024,08:00,N,LZ_CPS,16.07
05/10/2024,08:00,N,LZ_HOUSTON,16.07
05/10/2024,08:00,N,LZ_LCRA,16.14
05/10/2024,08:00,N,LZ_NORTH,15.95
05/10/2024,08:00,N,LZ_RAYBN,15.95
05/10/2024,08:00,N,LZ_SOUTH,16.43
05/10/2024,08:00,N,LZ_WEST,19.18
05/10/2024,09:00,N,HB_BUSAVG,11.68
05/10/2024,09:00,N,HB_HOUSTON,11.73
05/10/2024,09:00,N,HB_HUBAVG,11.70
05/10/2024,09:00,N,HB_NORTH,11.66
05/10/2024,09:00,N,HB_PAN,11.64
05/10/2024,09:00,N,HB_SOUTH,11.63
05/10/2024,09:00,N,HB_WEST,11.79
05/10/2024,09:00,N,LZ_AEN,11.66
05/10/2024,09:00,N,LZ_CPS,11.65
05/10/2024,09:00,N,LZ_HOUSTON,11.74
05/10/2024,09:00,N,LZ_LCRA,11.68
05/10/2024,09:00,N,LZ_NORTH,11.68
05/10/2024,09:00,N,LZ_RAYBN,11.66
05/10/2024,09:00,N,LZ_SOUTH,12.03
05/10/2024,09:00,N,LZ_WEST,12.35
05/10/2024,10:00,N,HB_BUSAVG,9.63
05/10/2024,10:00,N,HB_HOUSTON,10.60
05/10/2024,10:00,N,HB_HUBAVG,9.77
05/10/2024,10:00,N,HB_NORTH,9.35
05/10/2024,10:00,N,HB_PAN,9.04
05/10/2024,10:00,N,HB_SOUTH,9.90
05/10/2024,10:00,N,HB_WEST,9.21
05/10/2024,10:00,N,LZ_AEN,10.38
05/10/2024,10:00,N,LZ_CPS,9.88
05/10/2024,10:00,N,LZ_HOUSTON,10.63
05/10/2024,10:00,N,LZ_LCRA,10.01
05/10/2024,10:00,N,LZ_NORTH,9.75
05/10/2024,10:00,N,LZ_RAYBN,9.73
05/10/2024,10:00,N,LZ_SOUTH,10.66
05/10/2024,10:00,N,LZ_WEST,9.38
05/10/2024,11:00,N,HB_BUSAVG,7.96
05/10/2024,11:00,N,HB_HOUSTON,10.35
05/10/2024,11:00,N,HB_HUBAVG,8.26
05/10/2024,11:00,N,HB_NORTH,7.25
05/10/2024,11:00,N,HB_PAN,6.34
05/10/2024,11:00,N,HB_SOUTH,8.76
05/10/2024,11:00,N,HB_WEST,6.70
